,price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
0,,7420.0,4.0,2.0,3.0,yes,no,no,no,yes,2.0,yes,furnished
1,12250000.0,,4.0,4.0,4.0,yes,no,no,no,yes,3.0,no,furnished
2,12250000.0,9960.0,3.0,2.0,2.0,yes,no,yes,no,no,2.0,yes,semi-furnished
3,12215000.0,7500.0,4.0,2.0,2.0,yes,no,,no,yes,3.0,yes,furnished
4,11410000.0,7420.0,4.0,1.0,2.0,yes,yes,yes,no,yes,2.0,no,furnished
5,10850000.0,7500.0,3.0,3.0,1.0,yes,no,yes,no,yes,2.0,yes,semi-furnished
6,10150000.0,8580.0,4.0,3.0,4.0,yes,no,no,no,yes,2.0,yes,semi-furnished
7,10150000.0,,5.0,3.0,2.0,,,no,no,no,0.0,no,
8,9870000.0,8100.0,4.0,1.0,2.0,yes,yes,yes,no,yes,2.0,yes,furnished
9,9800000.0,5750.0,3.0,2.0,4.0,yes,yes,no,no,yes,1.0,yes,unfurnished
10,9800000.0,13200.0,3.0,1.0,,yes,no,yes,no,yes,2.0,yes,furnished
11,,6000.0,4.0,3.0,2.0,yes,yes,yes,yes,no,2.0,no,semi-furnished
12,9310000.0,6550.0,4.0,2.0,2.0,yes,no,no,no,yes,1.0,yes,semi-furnished
13,9240000.0,3500.0,4.0,2.0,2.0,,no,no,,no,2.0,no,
14,9240000.0,7800.0,3.0,2.0,2.0,yes,no,no,no,no,0.0,yes,semi-furnished
15,,6000.0,4.0,1.0,2.0,,no,yes,no,no,2.0,no,semi-furnished
16,,6600.0,4.0,2.0,2.0,yes,yes,yes,no,yes,1.0,yes,unfurnished
17,,8500.0,3.0,2.0,4.0,yes,no,no,no,yes,2.0,no,furnished
18,8890000.0,4600.0,3.0,2.0,2.0,yes,yes,no,no,yes,2.0,no,furnished
19,8855000.0,6420.0,3.0,,2.0,yes,no,no,no,yes,1.0,yes,semi-furnished
20,8750000.0,4320.0,3.0,1.0,2.0,yes,no,yes,yes,no,2.0,no,semi-furnished
21,,7155.0,3.0,2.0,1.0,yes,yes,yes,no,yes,2.0,no,unfurnished
22,,8050.0,3.0,1.0,1.0,yes,yes,yes,no,yes,1.0,no,furnished
23,,4560.0,3.0,2.0,2.0,yes,yes,yes,no,yes,1.0,no,furnished
24,,8800.0,3.0,2.0,2.0,yes,no,no,no,yes,2.0,no,furnished
25,8540000.0,6540.0,4.0,2.0,2.0,,yes,yes,no,yes,2.0,yes,furnished
26,8463000.0,6000.0,3.0,2.0,4.0,yes,yes,yes,no,yes,0.0,yes,semi-furnished
27,8400000.0,8875.0,3.0,1.0,1.0,yes,no,no,no,no,1.0,no,semi-furnished
28,8400000.0,7950.0,5.0,2.0,2.0,yes,no,yes,yes,no,2.0,no,
29,8400000.0,5500.0,4.0,2.0,2.0,yes,no,yes,no,yes,1.0,yes,semi-furnished
30,8400000.0,7475.0,3.0,2.0,4.0,yes,no,no,no,yes,2.0,no,unfurnished
31,8400000.0,7000.0,3.0,1.0,4.0,yes,no,no,no,yes,2.0,no,semi-furnished
32,8295000.0,4880.0,4.0,2.0,2.0,yes,no,no,no,yes,1.0,yes,furnished
33,8190000.0,5960.0,3.0,3.0,2.0,yes,yes,yes,no,no,1.0,no,unfurnished
34,8120000.0,6840.0,5.0,1.0,2.0,yes,yes,yes,no,yes,1.0,no,furnished
35,8080940.0,7000.0,3.0,2.0,4.0,yes,no,no,no,yes,2.0,no,furnished
36,8043000.0,7482.0,,2.0,3.0,yes,no,no,yes,no,1.0,yes,
37,7980000.0,9000.0,4.0,2.0,4.0,yes,no,no,no,yes,2.0,no,furnished
38,7962500.0,6000.0,3.0,1.0,4.0,yes,yes,no,no,yes,2.0,no,unfurnished
39,7910000.0,6000.0,4.0,2.0,4.0,yes,no,no,no,yes,1.0,no,semi-furnished
40,7875000.0,6550.0,3.0,1.0,2.0,yes,no,yes,no,yes,0.0,yes,furnished
41,7840000.0,6360.0,3.0,2.0,4.0,,no,no,no,yes,0.0,yes,furnished
42,7700000.0,6480.0,3.0,2.0,4.0,yes,no,no,no,yes,2.0,no,unfurnished
43,7700000.0,6000.0,4.0,2.0,4.0,yes,no,no,no,no,2.0,no,semi-furnished
44,7560000.0,6000.0,4.0,2.0,4.0,yes,no,no,no,yes,1.0,no,furnished
45,7560000.0,6000.0,3.0,2.0,3.0,yes,no,no,,yes,0.0,no,semi-furnished
46,7525000.0,6000.0,3.0,2.0,4.0,yes,no,no,no,yes,1.0,no,furnished
47,7490000.0,6600.0,3.0,1.0,4.0,yes,no,no,no,yes,3.0,yes,furnished
48,7455000.0,4300.0,3.0,2.0,2.0,yes,,yes,no,no,1.0,no,unfurnished
49,7420000.0,7440.0,3.0,2.0,1.0,yes,yes,yes,no,yes,0.0,yes,semi-furnished
50,7420000.0,7440.0,3.0,2.0,4.0,yes,no,no,no,no,1.0,yes,unfurnished
51,7420000.0,6325.0,3.0,1.0,4.0,yes,no,no,no,yes,1.0,no,unfurnished
52,7350000.0,6000.0,4.0,2.0,4.0,yes,yes,no,no,yes,1.0,no,furnished
53,7350000.0,5150.0,3.0,2.0,4.0,yes,no,no,no,yes,2.0,no,semi-furnished
54,7350000.0,6000.0,3.0,2.0,2.0,yes,yes,,no,yes,1.0,no,semi-furnished
55,7350000.0,6000.0,3.0,1.0,2.0,yes,no,no,no,yes,1.0,no,unfurnished
56,7343000.0,11440.0,4.0,1.0,2.0,yes,,yes,no,no,1.0,yes,semi-furnished
57,7245000.0,9000.0,4.0,2.0,4.0,yes,yes,no,no,yes,1.0,yes,furnished
58,7210000.0,7680.0,4.0,2.0,4.0,yes,yes,no,no,yes,1.0,no,semi-furnished
59,7210000.0,6000.0,3.0,2.0,4.0,yes,yes,no,no,yes,1.0,no,furnished
60,7140000.0,6000.0,3.0,2.0,2.0,yes,yes,no,no,no,1.0,no,semi-furnished
61,7070000.0,8880.0,2.0,1.0,1.0,yes,no,no,no,yes,1.0,no,semi-furnished
62,7070000.0,6240.0,4.0,2.0,2.0,yes,no,no,no,yes,1.0,no,furnished
63,7035000.0,6360.0,4.0,2.0,3.0,yes,no,no,no,yes,2.0,yes,furnished
64,7000000.0,11175.0,3.0,1.0,1.0,yes,no,yes,no,yes,1.0,yes,furnished
65,6930000.0,8880.0,3.0,2.0,2.0,yes,no,yes,no,yes,1.0,no,furnished
66,6930000.0,13200.0,2.0,1.0,1.0,yes,no,yes,yes,no,1.0,no,furnished
67,6895000.0,7700.0,3.0,2.0,1.0,yes,no,no,no,no,2.0,no,unfurnished
68,6860000.0,6000.0,3.0,1.0,1.0,yes,no,no,no,yes,1.0,no,
69,,12090.0,4.0,2.0,2.0,yes,no,no,no,no,2.0,yes,furnished
70,6790000.0,4000.0,3.0,2.0,2.0,yes,no,yes,no,yes,0.0,yes,semi-furnished
71,6755000.0,6000.0,4.0,2.0,4.0,yes,no,no,no,yes,0.0,no,unfurnished
72,6720000.0,5020.0,3.0,1.0,4.0,yes,no,no,no,yes,0.0,yes,unfurnished
73,6685000.0,6600.0,2.0,2.0,4.0,yes,no,yes,,no,0.0,yes,furnished
74,6650000.0,4040.0,3.0,1.0,2.0,yes,no,yes,yes,no,1.0,no,furnished
75,6650000.0,4260.0,,2.0,2.0,yes,no,no,yes,no,0.0,no,semi-furnished
76,6650000.0,6420.0,3.0,2.0,3.0,yes,no,no,no,yes,0.0,yes,furnished
77,6650000.0,6500.0,3.0,2.0,3.0,yes,no,no,no,yes,0.0,yes,furnished
78,6650000.0,5700.0,3.0,1.0,1.0,yes,yes,yes,no,yes,2.0,yes,furnished
79,6650000.0,6000.0,3.0,2.0,3.0,yes,yes,no,no,yes,0.0,no,furnished
80,6629000.0,6000.0,3.0,1.0,2.0,yes,no,no,yes,no,1.0,yes,semi-furnished
81,6615000.0,4000.0,3.0,2.0,2.0,yes,no,yes,no,yes,1.0,no,semi-furnished
82,6615000.0,10500.0,3.0,2.0,1.0,yes,no,yes,no,yes,1.0,yes,furnished
83,6580000.0,6000.0,3.0,2.0,4.0,yes,no,no,no,yes,0.0,no,semi-furnished
84,6510000.0,3760.0,3.0,1.0,2.0,yes,no,no,yes,no,2.0,no,semi-furnished
85,6510000.0,8250.0,3.0,2.0,3.0,yes,no,no,no,yes,0.0,no,furnished
86,6510000.0,,3.0,1.0,,yes,no,yes,no,no,0.0,yes,unfurnished
87,6475000.0,3960.0,3.0,,1.0,yes,no,yes,no,no,2.0,no,semi-furnished
88,6475000.0,7410.0,3.0,1.0,1.0,yes,yes,yes,no,yes,2.0,yes,unfurnished
89,6440000.0,8580.0,5.0,3.0,2.0,yes,no,no,no,no,2.0,no,furnished
90,6440000.0,5000.0,3.0,1.0,2.0,yes,no,no,no,yes,0.0,no,semi-furnished
91,6419000.0,6750.0,2.0,1.0,1.0,yes,yes,yes,no,no,2.0,yes,furnished
92,6405000.0,4800.0,3.0,2.0,4.0,yes,yes,no,no,yes,0.0,no,furnished
93,6300000.0,7200.0,3.0,2.0,1.0,yes,no,yes,no,yes,3.0,no,semi-furnished
94,6300000.0,6000.0,4.0,2.0,4.0,yes,no,no,no,no,1.0,no,semi-furnished
95,6300000.0,4100.0,3.0,2.0,3.0,yes,no,no,no,yes,2.0,no,semi-furnished
96,6300000.0,9000.0,3.0,1.0,1.0,yes,no,yes,no,no,1.0,yes,furnished
97,6300000.0,6400.0,3.0,1.0,1.0,yes,yes,yes,no,yes,1.0,yes,semi-furnished
98,6293000.0,6600.0,3.0,2.0,3.0,yes,no,no,no,yes,0.0,yes,unfurnished
99,6265000.0,6000.0,4.0,1.0,3.0,yes,yes,yes,no,no,0.0,yes,unfurnished
100,6230000.0,6600.0,3.0,2.0,,yes,no,yes,no,yes,0.0,yes,unfurnished
101,6230000.0,5500.0,3.0,1.0,3.0,yes,no,no,no,no,1.0,yes,unfurnished
102,6195000.0,5500.0,3.0,2.0,4.0,yes,yes,no,no,yes,1.0,no,semi-furnished
103,6195000.0,6350.0,3.0,2.0,3.0,yes,yes,no,no,yes,0.0,no,furnished
104,6195000.0,5500.0,3.0,2.0,1.0,yes,yes,yes,no,no,2.0,yes,furnished
105,6160000.0,4500.0,3.0,1.0,,yes,no,no,no,yes,0.0,no,unfurnished
106,6160000.0,5450.0,4.0,2.0,1.0,yes,no,yes,no,yes,0.0,yes,semi-furnished
107,6125000.0,6420.0,3.0,1.0,3.0,yes,no,yes,no,no,0.0,yes,unfurnished
108,6107500.0,3240.0,4.0,1.0,3.0,yes,no,no,no,no,1.0,no,semi-furnished
109,6090000.0,6615.0,,,2.0,yes,yes,no,yes,no,1.0,no,semi-furnished
110,6090000.0,6600.0,3.0,1.0,1.0,yes,yes,yes,no,no,2.0,yes,semi-furnished
111,6090000.0,8372.0,3.0,1.0,3.0,yes,no,no,no,yes,2.0,no,unfurnished
112,6083000.0,4300.0,6.0,2.0,2.0,yes,no,no,no,no,0.0,no,furnished
113,6083000.0,9620.0,3.0,1.0,1.0,yes,no,yes,no,no,2.0,yes,furnished
114,6020000.0,6800.0,2.0,1.0,1.0,yes,yes,yes,no,no,2.0,no,furnished
115,6020000.0,8000.0,3.0,1.0,,yes,yes,yes,no,yes,2.0,yes,semi-furnished
116,6020000.0,6900.0,3.0,2.0,1.0,yes,yes,yes,no,no,0.0,yes,unfurnished
117,5950000.0,3700.0,4.0,1.0,2.0,yes,yes,no,no,yes,0.0,no,furnished
118,5950000.0,6420.0,3.0,1.0,1.0,yes,no,yes,no,yes,0.0,yes,furnished
119,5950000.0,7020.0,3.0,1.0,1.0,yes,no,yes,no,yes,2.0,yes,semi-furnished
120,5950000.0,6540.0,3.0,1.0,1.0,yes,yes,yes,no,no,2.0,yes,furnished
121,5950000.0,7231.0,3.0,1.0,2.0,yes,yes,yes,no,yes,0.0,yes,semi-furnished
122,5950000.0,6254.0,4.0,,1.0,yes,no,yes,no,no,1.0,yes,semi-furnished
123,5950000.0,7320.0,4.0,2.0,2.0,yes,no,no,no,no,0.0,no,furnished
124,5950000.0,6525.0,3.0,2.0,4.0,yes,no,no,no,no,1.0,no,furnished
125,5943000.0,15600.0,3.0,1.0,1.0,yes,no,no,no,yes,2.0,no,semi-furnished
126,5880000.0,7160.0,3.0,1.0,1.0,yes,no,yes,no,no,2.0,yes,unfurnished
127,5880000.0,6500.0,3.0,2.0,3.0,yes,no,no,no,yes,0.0,no,unfurnished
128,5873000.0,5500.0,3.0,1.0,3.0,yes,yes,no,no,yes,1.0,no,
129,5873000.0,11460.0,3.0,1.0,3.0,yes,no,no,no,no,2.0,yes,semi-furnished
130,5866000.0,4800.0,3.0,1.0,1.0,yes,yes,yes,no,no,0.0,no,unfurnished
131,5810000.0,5828.0,4.0,1.0,4.0,yes,yes,no,no,no,0.0,no,semi-furnished
132,5810000.0,5200.0,3.0,1.0,3.0,yes,no,no,no,yes,0.0,no,semi-furnished
133,5810000.0,4800.0,3.0,1.0,3.0,yes,no,no,no,yes,0.0,no,unfurnished
134,5803000.0,7000.0,3.0,1.0,1.0,yes,no,yes,no,no,2.0,yes,semi-furnished
135,5775000.0,6000.0,3.0,2.0,4.0,yes,no,no,no,yes,0.0,no,unfurnished
136,5740000.0,5400.0,4.0,2.0,2.0,yes,no,no,no,yes,2.0,no,unfurnished
137,5740000.0,4640.0,4.0,1.0,2.0,yes,no,no,no,no,1.0,no,semi-furnished
138,5740000.0,5000.0,3.0,1.0,3.0,yes,no,no,no,yes,0.0,no,semi-furnished
139,5740000.0,6360.0,3.0,1.0,1.0,yes,yes,yes,no,yes,2.0,yes,furnished
140,5740000.0,5800.0,3.0,2.0,4.0,yes,no,no,no,yes,0.0,no,
141,5652500.0,6660.0,4.0,2.0,2.0,yes,yes,yes,no,,1.0,yes,semi-furnished
142,5600000.0,10500.0,4.0,2.0,2.0,yes,no,no,no,no,1.0,no,semi-furnished
143,5600000.0,4800.0,5.0,2.0,3.0,no,no,,yes,no,0.0,no,unfurnished
144,5600000.0,4700.0,4.0,1.0,2.0,yes,yes,yes,no,yes,1.0,no,furnished
145,5600000.0,5000.0,3.0,1.0,4.0,yes,no,no,no,no,0.0,no,furnished
146,5600000.0,10500.0,2.0,1.0,1.0,yes,no,no,no,no,1.0,no,semi-furnished
147,5600000.0,5500.0,3.0,2.0,2.0,yes,no,no,no,no,1.0,no,semi-furnished
148,5600000.0,6360.0,3.0,1.0,3.0,yes,no,no,no,no,0.0,yes,semi-furnished
149,5600000.0,6600.0,4.0,2.0,1.0,yes,no,yes,no,no,0.0,yes,semi-furnished
150,5600000.0,5136.0,3.0,1.0,2.0,yes,yes,yes,no,yes,0.0,yes,unfurnished
151,5565000.0,4400.0,4.0,1.0,2.0,yes,no,no,no,yes,2.0,yes,semi-furnished
152,5565000.0,5400.0,5.0,1.0,2.0,yes,,yes,no,yes,0.0,yes,furnished
153,,3300.0,3.0,3.0,2.0,yes,no,yes,no,no,0.0,no,semi-furnished
154,5530000.0,3650.0,3.0,2.0,2.0,yes,no,no,no,no,2.0,no,
155,5530000.0,6100.0,3.0,2.0,1.0,yes,no,yes,no,no,2.0,yes,furnished
156,5523000.0,6900.0,3.0,1.0,1.0,yes,yes,yes,no,no,0.0,yes,semi-furnished
157,5495000.0,2817.0,4.0,2.0,2.0,no,yes,yes,no,no,1.0,no,furnished
158,5495000.0,7980.0,3.0,1.0,1.0,yes,no,no,no,no,2.0,no,semi-furnished
159,5460000.0,3150.0,3.0,2.0,1.0,yes,yes,yes,no,yes,0.0,no,furnished
160,5460000.0,6210.0,4.0,1.0,4.0,yes,yes,no,no,yes,0.0,no,furnished
161,5460000.0,6100.0,3.0,1.0,3.0,yes,yes,no,no,yes,0.0,yes,semi-furnished
162,5460000.0,6600.0,4.0,2.0,2.0,yes,yes,yes,no,no,0.0,yes,semi-furnished
163,5425000.0,6825.0,3.0,1.0,1.0,yes,yes,yes,no,yes,0.0,yes,semi-furnished
164,5390000.0,6710.0,3.0,,2.0,yes,yes,yes,no,no,1.0,yes,furnished
165,5383000.0,6450.0,3.0,2.0,1.0,yes,yes,yes,yes,no,0.0,no,unfurnished
166,5320000.0,7800.0,3.0,1.0,1.0,yes,no,yes,no,yes,2.0,yes,unfurnished
167,5285000.0,4600.0,2.0,2.0,1.0,yes,no,no,no,yes,2.0,no,semi-furnished
168,5250000.0,4260.0,4.0,1.0,2.0,yes,no,,no,yes,0.0,no,furnished
169,5250000.0,6540.0,4.0,2.0,2.0,no,no,no,no,yes,0.0,no,semi-furnished
170,5250000.0,5500.0,3.0,2.0,1.0,yes,no,yes,no,no,0.0,no,semi-furnished
171,5250000.0,10269.0,3.0,1.0,1.0,yes,no,no,no,no,1.0,yes,semi-furnished
172,5250000.0,8400.0,3.0,1.0,2.0,yes,yes,yes,no,yes,2.0,yes,unfurnished
173,5250000.0,5300.0,4.0,2.0,1.0,yes,no,no,no,yes,0.0,yes,unfurnished
174,5250000.0,3800.0,3.0,1.0,2.0,yes,yes,yes,no,no,1.0,yes,unfurnished
175,5250000.0,9800.0,4.0,2.0,2.0,yes,yes,no,no,no,2.0,no,semi-furnished
176,5250000.0,8520.0,3.0,1.0,1.0,yes,no,no,no,yes,2.0,no,furnished
177,5243000.0,6050.0,3.0,1.0,1.0,yes,,yes,no,no,0.0,yes,semi-furnished
178,5229000.0,7085.0,3.0,1.0,1.0,yes,yes,yes,no,no,2.0,yes,semi-furnished
179,5215000.0,3180.0,3.0,2.0,2.0,yes,no,no,no,no,2.0,no,semi-furnished
180,5215000.0,4500.0,4.0,2.0,1.0,no,no,yes,no,yes,2.0,no,semi-furnished
181,5215000.0,7200.0,3.0,1.0,2.0,yes,yes,yes,no,no,1.0,yes,furnished
182,5145000.0,3410.0,3.0,1.0,2.0,no,no,no,no,yes,0.0,no,semi-furnished
183,5145000.0,7980.0,3.0,1.0,1.0,yes,no,no,no,no,1.0,yes,semi-furnished
184,5110000.0,3000.0,3.0,2.0,2.0,yes,yes,yes,no,no,0.0,no,
185,5110000.0,3000.0,3.0,1.0,2.0,yes,no,yes,no,no,0.0,no,unfurnished
186,5110000.0,11410.0,2.0,1.0,2.0,yes,no,no,no,no,0.0,yes,furnished
187,5110000.0,6100.0,3.0,1.0,1.0,yes,no,yes,no,yes,0.0,yes,semi-furnished
188,5075000.0,5720.0,2.0,1.0,2.0,yes,no,no,no,yes,0.0,yes,unfurnished
189,5040000.0,3540.0,2.0,1.0,1.0,no,yes,yes,no,no,0.0,no,semi-furnished
190,5040000.0,7600.0,4.0,1.0,2.0,yes,no,no,no,yes,2.0,no,furnished
191,5040000.0,10700.0,3.0,1.0,2.0,yes,yes,yes,no,no,0.0,no,semi-furnished
192,5040000.0,6600.0,3.0,1.0,1.0,yes,yes,yes,no,no,0.0,yes,furnished
193,5033000.0,4800.0,2.0,1.0,1.0,yes,yes,yes,no,no,0.0,no,semi-furnished
194,5005000.0,8150.0,3.0,2.0,1.0,yes,yes,yes,no,no,0.0,no,semi-furnished
195,4970000.0,4410.0,4.0,3.0,2.0,yes,no,yes,no,no,2.0,no,semi-furnished
196,4970000.0,7686.0,3.0,1.0,1.0,yes,,yes,yes,no,0.0,no,semi-furnished
197,4956000.0,2800.0,3.0,2.0,2.0,no,no,yes,no,yes,1.0,no,semi-furnished
198,4935000.0,5948.0,3.0,1.0,2.0,yes,no,no,no,yes,0.0,no,semi-furnished
199,4907000.0,4200.0,3.0,1.0,2.0,yes,no,no,no,no,1.0,,furnished
200,4900000.0,4520.0,3.0,1.0,2.0,yes,no,yes,no,yes,0.0,no,semi-furnished
201,4900000.0,4095.0,3.0,1.0,2.0,no,yes,yes,no,yes,0.0,no,semi-furnished
202,4900000.0,4120.0,2.0,1.0,1.0,yes,no,yes,no,no,1.0,no,semi-furnished
203,4900000.0,5400.0,4.0,1.0,2.0,yes,no,no,no,no,0.0,no,semi-furnished
204,4900000.0,4770.0,3.0,1.0,1.0,yes,yes,yes,no,,0.0,no,semi-furnished
205,4900000.0,6300.0,3.0,1.0,1.0,yes,no,no,no,yes,2.0,no,semi-furnished
206,4900000.0,5800.0,2.0,1.0,1.0,yes,yes,yes,no,yes,0.0,no,semi-furnished
207,4900000.0,3000.0,3.0,1.0,,yes,no,yes,,yes,0.0,no,semi-furnished
208,4900000.0,2970.0,3.0,1.0,3.0,yes,no,,no,no,0.0,no,semi-furnished
209,4900000.0,6720.0,3.0,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished
210,4900000.0,4646.0,3.0,1.0,2.0,yes,yes,yes,no,no,2.0,no,semi-furnished
211,4900000.0,12900.0,3.0,1.0,1.0,yes,no,no,no,no,2.0,no,furnished
212,,3420.0,4.0,2.0,2.0,yes,no,yes,no,yes,2.0,no,semi-furnished
213,4893000.0,4995.0,4.0,2.0,1.0,yes,no,yes,no,no,0.0,no,semi-furnished
214,4865000.0,4350.0,2.0,1.0,1.0,yes,no,yes,no,no,0.0,no,unfurnished
215,4830000.0,4160.0,3.0,1.0,3.0,yes,no,no,no,no,0.0,no,unfurnished
216,4830000.0,6040.0,3.0,1.0,1.0,yes,no,no,no,no,2.0,yes,semi-furnished
217,4830000.0,6862.0,3.0,1.0,2.0,yes,no,no,no,yes,2.0,yes,furnished
218,4830000.0,4815.0,2.0,1.0,1.0,yes,no,no,no,yes,0.0,yes,semi-furnished
219,4795000.0,7000.0,3.0,1.0,2.0,yes,no,yes,no,no,0.0,no,unfurnished
220,4795000.0,8100.0,4.0,1.0,4.0,yes,no,yes,no,yes,2.0,no,semi-furnished
221,4767000.0,3420.0,4.0,2.0,2.0,yes,no,no,no,no,0.0,no,semi-furnished
222,4760000.0,9166.0,2.0,1.0,1.0,yes,no,yes,no,yes,2.0,no,semi-furnished
223,4760000.0,6321.0,3.0,1.0,2.0,yes,no,yes,no,yes,1.0,no,furnished
224,4760000.0,10240.0,2.0,1.0,1.0,yes,no,no,no,yes,2.0,yes,unfurnished
225,4753000.0,6440.0,2.0,1.0,1.0,yes,no,no,no,yes,3.0,no,semi-furnished
226,4690000.0,5170.0,3.0,1.0,4.0,yes,no,no,no,yes,0.0,no,semi-furnished
227,4690000.0,6000.0,2.0,1.0,1.0,yes,no,yes,no,yes,1.0,no,furnished
228,4690000.0,3630.0,3.0,1.0,2.0,yes,no,no,no,no,2.0,no,semi-furnished
229,4690000.0,9667.0,4.0,2.0,2.0,yes,yes,yes,no,no,1.0,no,semi-furnished
230,4690000.0,5400.0,2.0,1.0,2.0,yes,no,no,no,no,0.0,yes,semi-furnished
231,4690000.0,4320.0,3.0,1.0,1.0,yes,no,no,no,no,0.0,yes,semi-furnished
232,4655000.0,3745.0,3.0,,2.0,yes,no,yes,no,,0.0,no,furnished
233,4620000.0,4160.0,3.0,1.0,1.0,yes,yes,yes,no,yes,0.0,no,unfurnished
234,4620000.0,3880.0,3.0,2.0,2.0,yes,no,yes,no,no,2.0,no,semi-furnished
235,4620000.0,5680.0,3.0,1.0,2.0,yes,yes,no,no,yes,1.0,no,semi-furnished
236,4620000.0,2870.0,2.0,1.0,2.0,yes,yes,yes,no,no,0.0,yes,semi-furnished
237,4620000.0,5010.0,3.0,1.0,2.0,yes,no,yes,no,no,0.0,no,semi-furnished
238,4613000.0,4510.0,4.0,2.0,2.0,yes,no,yes,no,no,0.0,no,semi-furnished
239,4585000.0,4000.0,3.0,1.0,2.0,yes,no,no,no,no,1.0,no,furnished
240,4585000.0,3840.0,3.0,1.0,2.0,yes,no,no,no,no,1.0,yes,
241,4550000.0,3760.0,3.0,1.0,1.0,,,no,no,no,2.0,no,semi-furnished
242,4550000.0,3640.0,3.0,1.0,2.0,yes,no,no,no,yes,0.0,no,furnished
243,4550000.0,2550.0,3.0,1.0,2.0,yes,no,yes,,no,0.0,no,furnished
244,4550000.0,5320.0,3.0,1.0,2.0,yes,yes,yes,no,no,0.0,yes,semi-furnished
245,4550000.0,5360.0,3.0,1.0,2.0,yes,no,no,no,no,2.0,yes,unfurnished
246,4550000.0,3520.0,3.0,1.0,1.0,yes,no,no,no,no,0.0,yes,semi-furnished
247,4550000.0,8400.0,4.0,1.0,4.0,yes,no,no,no,no,3.0,no,unfurnished
248,4543000.0,4100.0,2.0,2.0,1.0,yes,yes,yes,no,,0.0,no,semi-furnished
249,4543000.0,4990.0,4.0,2.0,2.0,yes,yes,yes,no,no,0.0,yes,furnished
250,4515000.0,3510.0,3.0,1.0,3.0,yes,no,no,no,no,0.0,no,semi-furnished
251,4515000.0,3450.0,3.0,1.0,2.0,yes,no,yes,no,no,1.0,no,semi-furnished
252,4515000.0,9860.0,3.0,1.0,1.0,yes,no,no,no,no,0.0,no,semi-furnished
253,4515000.0,3520.0,2.0,1.0,2.0,yes,no,no,no,no,0.0,yes,furnished
254,4480000.0,4510.0,4.0,,2.0,yes,no,no,no,yes,2.0,no,semi-furnished
255,4480000.0,5885.0,2.0,1.0,1.0,yes,no,no,no,yes,1.0,no,unfurnished
256,4480000.0,4000.0,3.0,,2.0,yes,no,no,no,no,2.0,no,furnished
257,4480000.0,8250.0,3.0,1.0,1.0,yes,no,no,no,no,0.0,no,furnished
258,4480000.0,4040.0,3.0,1.0,2.0,yes,no,no,no,no,1.0,no,semi-furnished
259,4473000.0,6360.0,2.0,1.0,1.0,yes,no,yes,no,yes,1.0,no,furnished
260,4473000.0,3162.0,3.0,1.0,2.0,yes,no,no,no,yes,1.0,no,furnished
261,4473000.0,3510.0,3.0,1.0,2.0,yes,no,no,no,no,0.0,no,semi-furnished
262,4445000.0,3750.0,2.0,1.0,1.0,yes,yes,yes,no,no,0.0,no,semi-furnished
263,4410000.0,3968.0,3.0,1.0,2.0,no,no,no,no,no,0.0,no,semi-furnished
264,4410000.0,4900.0,2.0,1.0,2.0,yes,no,yes,no,no,0.0,no,semi-furnished
265,4403000.0,2880.0,3.0,1.0,2.0,,no,no,no,no,0.0,yes,semi-furnished
266,4403000.0,4880.0,3.0,1.0,1.0,yes,no,no,no,no,2.0,yes,unfurnished
267,4403000.0,4920.0,3.0,1.0,2.0,yes,no,no,no,no,1.0,no,semi-furnished
268,4382000.0,4950.0,4.0,1.0,2.0,yes,no,no,no,yes,0.0,no,semi-furnished
269,4375000.0,3900.0,3.0,1.0,2.0,yes,no,no,no,no,0.0,no,unfurnished
